title,author,discussant,group,organizer,year,duration,start,Tilburg_Rank_unweighted_auth,Tilburg_Rank_weighted_auth,Tilburg_Rank_unweighted_dis,Tilburg_Rank_weighted_dis
ASSET PRICING IMPLICATIONS OF FINANCING CONSTRAINTS,"JOAO GOMES, University of Pennsylvania; LU ZHANG, University of Pennsylvania; AMIR YARON, University of Pennsylvania and NBER",55896944200,EFEL,Janice Eberly; Deborah Lucas,2001,60.0,2001-07-20 13:00:00,6.0,18.0,28.0,31.0
ASSET PRICING IMPLICATIONS OF PARETO OPTIMALITY WITH PRIVATE INFORMATION,"NARAYANA KOCHERLAKOTA, Stanford University and NBER; LUIGI PISTAFERRI, Stanford University",8334190300,EFEL,Janice Eberly; Deborah Lucas,2004,50.0,2004-07-21 11:30:00,2.0,2.0,23.0,37.0
ASSET PRICING IN LARGE INFORMATION NETWORKS,"HAN OZSOYLEV, University of Oxford; JOHAN WALDEN, UC, Berkeley",55446106100,AP,Jonathan Berk; Robert Novy-Marx,2008,60.0,2008-07-11 08:30:00,8.5,6.5,400.0,614.0
ASSET PRICING WITH LIMITED RISK SHARING AND HETEROGENEOUS AGENTS,"FRANCISCO GOMES, London Business School; ALEXANDER MICHAELIDES, London School of Economics",7202026123,AP,John Cochrane; Joshua Coval,2005,60.0,2005-07-14 14:15:00,109.0,372.25,15.0,27.5
ASSET PRICING WITH LIMITED RISK SHARING AND HETEROGENEOUS AGENTS,"FRANCISCO GOMES, London Business School; ALEXANDER MICHAELIDES, London School of Economics",7102998555,EFEL,Janice Eberly; Deborah Lucas,2004,50.0,2004-07-19 11:30:00,109.0,372.25,15.0,27.5
ASSET PRICING WITH LIQUIDITY RISK,"VIRAL ACHARYA, London Business School; LASSE PEDERSEN, New York University",6602310973,AP,Andrew Ang; Robert Hodrick,2002,60.0,2002-07-19 11:15:00,94.5,247.5,1.0,1.0
ASSET-BACKED SECURITIES: COSTS AND BENEFITS OF BANKRUPTCY REMOTENESS,"KENNETH AYOTTE, Columbia University; STAV GAON, Columbia University",7003408304,CF,Dirk Jenter; Raymond Fisman,2006,60.0,2006-08-02 09:45:00,12.0,18.0,1.0,1.0
ASSET-PRICE CHANNELS AND MACROECONOMIC FLUCTUATIONS,"ZHENG LIU, Federal Reserve Bank of San Francisco; PENGFEI WANG, Hong Kong University of Science and Technology; TAO ZHA, Federal Reserve Bank of Atlanta",,EFCE,Lawrence Christiano; Martin Eichenbaum,2009,60.0,2009-07-08 09:00:00,123.0,333.0,,
ASYMMETRIC CYCLES,"BOYAN JOVANOVIC, New York University and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2003,60.0,2003-07-21 09:00:00,15.0,28.0,,
ASYMPTOTIC DISTRIBUTION OF PRINCIPAL COMPONENTS ESTIMATOR OF LARGE SPHERICAL FACTOR MODELS,"ALEXEI ONATSKI, Columbia University",,EFFE,Mark Watson; Kenneth West,2006,60.0,2006-07-11 11:00:00,12.0,18.0,,
ASYMPTOTICS FOR OUT OF SAMPLE TESTS OF CAUSALITY TESTS OF EQUAL FORECAST ACCURACY AND ENCOMPASSING FOR NESTED MODELS,"MICHAEL MCCRACKEN, Louisiana State University",,EFFE,Francis Diebold; Kenneth West,2000,60.0,2000-07-19 12:00:00,132.0,162.0,,
AVOIDING LIQUIDITY TRAPS,"JESS BENHABIB, New York University; STEPHANIE SCHMITT-GROHE, Rutgers University; MARTIN URIBE, University of Pennsylvania",,EFCE,Lawrence Christiano; Martin Eichenbaum,2000,60.0,2000-07-27 09:00:00,22.0,30.666666666666668,,
AVOIDING LIQUIDITY TRAPS,"JESS BENHABIB, New York University and NBER; STEPHANIE SCHMITT-GROHE, Rutgers University and NBER; MARTIN URIBE, University of Pennsylvania and NBER",,ME,N. Gregory Mankiw,2000,60.0,2000-07-20 14:15:00,22.0,30.666666666666668,,
BAILOUTS AND THE INCENTIVE TO MANAGE RISK,"STAVROS PANAGEAS, University of Pennsylvania",6602240480,EFEL,Janice Eberly; Deborah Lucas,2006,50.0,2006-07-17 14:55:00,6.0,19.0,23.0,26.0
BANK CREDIT CYCLES,"GARY GORTON, University of Pennsylvania and NBER; PING HE, University of Pennsylvania",7201695946,EFEL,Janice Eberly; Deborah Lucas,2004,60.0,2004-07-20 10:00:00,8.0,19.0,24.0,26.0
BANK RISK TAKING AND COMPETITION REVISIED: NEW THEORY AND NEW EVIDENCE,"JOHN BOYD, University of Minnesota; GIANNI DE NICOLO, International Monetary Fund; ABU AL JALAL, University of Minnesota",8520304400,EFEL,Janice Eberly; Deborah Lucas,2006,50.0,2006-07-17 13:00:00,27.0,36.0,6.0,19.0
BANKING CRISES AND CRISES DATING: THEORY AND EVIDENCE,"JOHN BOYD, University of Minnesota; GIANNI DE NICOLÒ, International Monetary Fund; ELENA LOUKOIANOVA, International Monetary Fund",7003963679,EFEL,Janice Eberly; Deborah Lucas,2009,50.0,2009-07-14 13:00:00,31.0,37.0,,
BARGAINING OVER RESIDENTIAL REAL ESTATE: EVIDENCE FROM ENGLAND,"FRANCOIS ORTALO-MAGNE, London School of Economics; ANTONIO MERLO, University of Pennsylvania",6602941990,PERE,"Joe Gyourko, Chris Mayer, Todd Sinai",2001,60.0,2001-07-31 15:30:00,25.5,142.5,44.0,53.0
BEYOND CASH FLOW AND VOTING RIGHTS: VALUATION AND PERFORMANCE OF FIRMS IN COMPLEX OWNERSHIP STRUCTURES,"HEITOR ALMEIDA, University of Illinois at Urbana-Champaign and NBER; SANG YONG PARK, Yonsei University; MARTI SUBRAHMANYAM, New York University; DANIEL WOLFENZON, New York University and NBER",7004110147,CF,Raghuram G. Rajan,2008,33.333333333333336,2008-07-30 15:00:00,85.5,94.25,7.0,20.0
BEYOND MERTON'S UTOPIA: EFFECTS OF NON-NORMALITY AND DEPENDENCE O THE PRECISION OF VARIANCE ESTIMATES USING HIGH-FREQUENCY FINANCIAL DATA,"XUEZHENG BAI, University of Chicago; JEFFREY RUSSELL, University of Chicago; GEORGE TIAO, University of Chicago",,EFFE,Francis Diebold; Kenneth West,2000,60.0,2000-07-18 09:30:00,9.0,21.0,,
BEYOND SEARCH: FIAT MONEY IN ORGANIZED EXCHANGE,"PETER HOWITT, Ohio State University",,ME,N. Gregory Mankiw,2000,60.0,2000-07-21 13:00:00,39.0,84.0,,
BEYOND THE COST OF PRICE ADJUSTMENT: INVESTMENTS IN PRICING CAPITAL,"MARK BERGEN, University of Minnesota; MARK ZBARACKI, University of Pennsylvania; SHANTANU DUTTA, University of Chicago; MARK RITSON, London Business School; DANIEL LEVY, Emory University",6603027527,EFEL,Janice Eberly; Deborah Lucas,2002,50.0,2002-07-22 13:20:00,59.2,124.2,1.0,1.0
BIAS CORRECTED INSTRUMENTAL VARIABLES ESTIMATION FOR DYNAMIC PANEL MODELS WITH FIXED EFFECTS,"JERRY HAUSMAN, MIT and NBER; GUIDO KUERNSTEINER, MIT; JINYONG HAHN",,EFFE,Mark Watson; Kenneth West,2001,60.0,2001-07-18 10:15:00,4.0,4.0,,
BIASES IN MACROECONOMIC FORECASTS: IRRATIONALITY OR ASYMMETRIC LOSS?,"IVANA KOMUNJER, California Institute of Technology; GRAHAM ELLIOTT, UC, San Diego; ALLAN TIMMERMANN, UC, San Diego",,EFFE,Mark Watson; Kenneth West,2004,60.0,2004-07-13 09:45:00,14.333333333333334,6.666666666666667,,
BIDDING FOR INDUSTRIAL PLANTS: DOES WINNING A 'MILLION DOLLAR PLANT' INCREASE WELFARE?,"MICHAEL GREENSTONE, University of Chicago and NBER; ENRICO MORETTI, UC, Los Angeles and NBER",56273103800,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2003,60.0,2003-07-29 13:00:00,8.0,15.5,55.0,67.0
BOND RISK PREMIA,"JOHN COCHRANE, University of Chicago and NBER; MONIKA PIAZZESI, UC, Los Angeles and NBER",7004114269,AP,Andrew Ang; Robert Hodrick,2002,60.0,2002-07-19 09:00:00,8.5,14.5,15.0,23.0
BONDS OR LOANS? THE EFFECT OF MACROECONOMIC FUNDAMENTALS,"GALINA HALE, Yale University",8716236500,IFM,Allan Drazen; Nouriel Roubini,2003,60.0,2003-07-17 11:30:00,8.0,7.0,9.0,20.0
BOOKBUILDING AND STRATEGIC ALLOCATION,"DAVID GOLDREICH, London Business School; FRANCESCA CORNELLI, London Business School",7003982192,CF,Steven Kaplan; Luigi Zingales,2000,60.0,2000-08-07 09:00:00,145.0,456.0,8.0,10.0
BOOTSTRAPPING GMM ESTIMATORS FOR TIME SERIES,"ATSUSHI INOUE, North Carolina State University; MOTOTSUGU SHINTANI",,EFFE,Mark Watson; Kenneth West,2001,60.0,2001-07-18 09:00:00,122.0,159.0,,
BOOTSTRAPPING REALIZED VOLATILITY,"SILVIA GONZALVES, Universite de Montreal; NOUR MEDDAHI, Universite de Montreal",,EFFE,Mark Watson; Kenneth West,2005,60.0,2005-07-15 08:30:00,107.0,192.0,,
BORROWERS' FINANCIAL CONSTRAINTS AND THE TRANSMISSION OF MONETARY POLICY: EVIDENCE FROM FINANCIAL CONGLOMERATES,"ADAM ASHCRAFT, Federal Reserve Bank of New York; MURILLO CAMPELLO, University of Illinois at Urbana-Champaign",,ME,Christina Romer; David Romer,2005,55.0,2005-07-12 13:00:00,23.0,26.0,,
BORROWING COSTS AND THE DEMAND FOR EQUITY OVER THE LIFE CYCLE,"STEVEN DAVIS, University of Chicago and NBER; FELIX KUBLER, Stanford University; PAUL WILLEN, University of Chicago",7006646386,EFEL,Janice Eberly; Deborah Lucas,2002,50.0,2002-07-23 15:15:00,6.666666666666667,13.333333333333334,6.0,18.0
BOTTOM-UP CORPORATE GOVERNANCE,"AUGUSTIN LANDIER, New York University; DAVID SRAER, INSEE-CREST; DAVID THESMAR, ENSAE-CREST",9634803000,CF,Jeremy Stein; Steven Kaplan,2005,50.0,2005-08-01 09:00:00,12.0,29.0,5.0,18.0
BREADTH OF OWNERSHIP AND STOCK RETURNS,"JOSEPH CHEN, Stanford University; HARRISON HONG, Stanford University; JEREMY STEIN, Harvard University and NBER",6701568246,AP,Kent Daniel; Owen Lamont,2001,60.0,2001-07-21 13:15:00,1.6666666666666667,2.3333333333333335,9.0,21.0
BUBBLES IN PRICES OF EXHAUSTIBLE RESOURCES,"BOYAN JOVANOVIC, New York University and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2007,60.0,2007-07-16 09:00:00,13.0,31.0,,
"BURIED BY AGGREGATION: EXCAVATING THE DYNAMICS OF INVESTMENT, EMPLOYMENT, AND UNCERTAINTY","NICK BLOOM, London School of Economics",7404338428,EFEL,Janice Eberly; Deborah Lucas,2004,50.0,2004-07-21 09:35:00,38.0,274.0,353.0,676.0
BURSTING BUBBLES: CONSEQUENCES AND CURES,"NARAYANA R. KOCHERLAKOTA, University of Minnesota and NBER",56154737700,EFEL,Janice Eberly; Deborah Lucas,2009,50.0,2009-07-15 13:50:00,31.0,37.0,78.0,178.0
BUSINESS CYCLE DYNAMICS UNDER RATIONAL INATTENTION,"MIRKO WIEDERHOLT, Northwestern University; Bartosz Makowiak, European Central Bank",,EFCE,Lawrence Christiano; Martin Eichenbaum,2008,60.0,2008-07-09 11:30:00,18.0,35.0,,
BUSINESS CYCLES AND FIRM DYNAMICS,"FLORIN BILBIIE, University of Oxford; FABIO GHIRONI, Boston College; MARC J. MELITZ, Harvard University and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2005,60.0,2005-07-20 10:15:00,50.333333333333336,109.33333333333333,,
CALIBRATING AN AGENT-BASED FINANCIAL MARKET,"BLAKE LEBARON, Brandeis University and NBER",6603255760,AP,John Heaton; Leonid Kogan,2003,60.0,2003-07-17 15:15:00,151.0,102.0,53.0,146.0
CAN HETEROGENEITY IN PRICE STICKINESS ACCOUNT FOR THE DISPERSION IN THE LAW OF ONE PRICE DEVIATIONS?,"PATRICK KEHOE, Federal Reserve Bank of Minneapolis and NBER; VIRGILIU MIDRIGAN, Federal Reserve Bank of Minneapolis and NBER",6701920051;6701521662,IFM,Linda Goldberg; Eric Van Wincoop,2007,80.0,2007-07-13 10:40:00,,,1.0,1.0
CAN OWNING A HOME HEDGE THE RISK OF MOVING?,"TODD SINAI, University of Pennsylvania and NBER; NICHOLAS SOULELES, University of Pennsylvania and NBER",6701835571,PERE,Christopher Mayer; Todd Sinai; Joseph Gyourko,2008,60.0,2008-07-22 14:00:00,6.0,18.0,7.0,20.0
CAN RARE EVENTS EXPLAIN THE EQUITY PREMIUM PUZZLE?,"CHRISTIAN JULLIARD, London School of Economics; ANISHA GHOSH, London School of Economics",9738184300,AP,Jonathan Berk; Robert Novy-Marx,2008,60.0,2008-07-10 14:15:00,36.0,244.0,6.0,18.0
CAN TIME-VARYING RISK OF RARE DISASTERS EXPLAIN AGGREGATE STOCK MARKET VOLATILITY?,"JESSICA WACHTER, University of Pennsylvania and NBER",8241780000,AP,Jonathan Berk; Robert Novy-Marx,2008,60.0,2008-07-10 13:00:00,6.0,18.0,36.0,244.0
CAPITAL ALLOCATION,"Stewart Myers, MIT and NBER; Isil Erel, Ohio State University; James A. Read, The Brattle Group",6603277936,CF,Mark Carey; Rene Stulz,2007,50.0,2007-08-01 08:30:00,21.5,27.0,1.0,1.0
CAPITAL ALLOCATION,"Stewart Myers, MIT and NBER; Isil Erel, Ohio State University; James A. Read, The Brattle Group",6603277936,RISK,Mark Carey; Rene Stulz,2007,50.0,2007-08-01 08:30:00,21.5,27.0,1.0,1.0
CAPITAL FLOWS TO DEVELOPING COUNTRIES: THE ALLOCATION PUZZLE,"PIERRE-OLIVIER GOURINCHAS, UC, Berkeley and NBER; OLIVIER JEANNE, International Monetary Fund",7801632189;6603441642,IFM,Andrew Rose; Eric Van Wincoop,2006,80.0,2006-07-12 09:00:00,2.0,2.0,272.5,510.0
CAPITAL MARKETS CONSTRAIN INDUSTRY SCALE,"ESLYN JEAN-BAPTISTE, Columbia University; MICHAEL RIORDAN, Columbia University",57203069604,CF,Judith Chevalier; Michael Weisbach,2003,50.0,2003-08-05 11:10:00,17.0,24.0,8.0,7.0
CAPITAL REALLOCATION AND LIQUIDITY,"ANDREA EISFELDT, Northwestern University; ADRIANO RAMPINI, Northwestern University",7003433892,CF,Judith Chevalier; Michael Weisbach,2003,50.0,2003-08-04 11:10:00,22.5,35.0,16.5,24.5
CAPITAL REALLOCATION AND LIQUIDITY,"ANDREA EISFELDT, Northwestern University; ADRIANO RAMPINI, Northwestern University",6701823402,EFEL,Janice Eberly; Deborah Lucas,2002,50.0,2002-07-22 12:30:00,22.5,35.0,16.5,24.5
CAPITAL STRUCTURE DYNAMICS AND TRANSITORY DEBT,"HARRY DeANGELO, University of Southern California; LINDA DeANGELO, University of Southern California; TONI M. WHITED, University of Wisconsin-Madison",7401840910,EFEL,Janice Eberly; Deborah Lucas,2009,50.0,2009-07-14 15:45:00,58.0,154.66666666666666,18.0,34.0
CAPITAL STRUCTURE WITH RISKY FOREIGN INVESTMENT,"MIHIR DESAI, Harvard University and NBER; C. FRITZ FOLEY, Harvard University and NBER; JAMES HINES, University of Michigan and NBER",7406326915,CF,Dirk Jenter; Raymond Fisman,2006,60.0,2006-08-01 09:45:00,5.666666666666667,8.0,4.0,4.0
"CAPITAL STRUCTURE, HURDLE RATES, AND PORTFOLIO CHOICE - INTERACTIONS IN AN ENTREPRENEURIAL FIRM","JOHN HEATON, University of Chicago and NBER; DEBORAH LUCAS, Northwestern University and NBER",56154737700,EFEL,Janice Eberly; Deborah Lucas,2001,50.0,2001-07-19 15:50:00,14.5,27.5,55.0,132.0
CAPITAL SUBSIDIES AND AGGLOMERATION ECONOMIES: EVIDENCE FROM BRAZILIAN CITIES,"LEO FELER, Brown University",7003688582,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2009,60.0,2009-07-23 08:30:00,59.0,54.0,1.0,1.0
CAPITAL TAXATION: QUANTITATIVE EXPLORATIONS OF THE INVERSE EULER EQUATION,"EMMANUEL FARHI, MIT; IVAN WERNING, MIT and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2006,60.0,2006-07-21 10:15:00,4.0,4.0,,
CARRY TRADES AND SPECULATIVE DYNAMICS,"GUILLAUME PLANTIN, London Business School; HYUN SONG SHIN, Princeton University",7201717879,AP,Stefan Nagel; Kenneth Singleton,2007,60.0,2007-07-13 11:00:00,99.0,246.0,13.0,31.0
CATCHING UP WITH THE JONESES: HETEROGENEOUS PREFERENCES AND THE DYNAMICS OF ASSET PRICES,"YEUNG LEWIS CHAN, Hong Kong University of Science and Technology; LEONID KOGAN, University of Pennsylvania",7102998555,AP,Kent Daniel; Owen Lamont,2001,60.0,2001-07-20 11:00:00,44.5,148.5,9.0,21.0
CEO CAREERS AND STYLE,"ANTOINETTE SCHOAR, MIT and NBER",6603869069,CF,David Scharfstein,2007,50.0,2007-07-31 15:50:00,4.0,4.0,116.0,104.0
CHANGING LABOR MARKET DYNAMICS: EVIDENCE AND IMPLICATIONS,"JORDI GALI, CREI and NBER; Thijs Van Rens, CREI",,EFCE,Lawrence Christiano; Martin Eichenbaum,2008,60.0,2008-07-10 11:30:00,,,,
CHAOTIC INTEREST RATE RULES,"JESS BENHABIB, New York University; STEFANIE SCHMITT-GROHE, Rutgers University; MARTIN URIBE, University of Pennsylvania",,EFCE,Lawrence Christiano; Martin Eichenbaum,2001,60.0,2001-07-24 12:00:00,22.333333333333332,31.333333333333332,,
COLLATERAL CHANNEL AND CRIDIT CYCLE: EVIDENCE FROM THE LAND-PRICE COLLAPSE IN JAPAN,"JIE GAN, Hong Kong University of Science and Technology",24404734500,CF,Judith Chevalier; Michael Weisbach,2003,50.0,2003-08-04 15:00:00,89.0,303.0,10.0,6.0
"COLLATERAL, FINANCIAL INTERMEDIATION, AND THE DISTRIBUTION OF DEBT CAPACITY","ADRIANO RAMPINI, Duke University; S. VISWANATHAN, Duke University",23492216000,EFEL,Janice Eberly; Deborah Lucas,2008,50.0,2008-07-14 13:50:00,13.0,22.0,1.0,1.0
COLLATERALIZED BORROWING AND LIFE-CYCLE PORTFOLIO CHOICE,"PAUL WILLEN, University of Chicago; FELIX KUBLER, Stanford University",6603255760,EFEL,Janice Eberly; Deborah Lucas,2006,50.0,2006-07-18 13:50:00,6.0,11.5,66.0,182.0
COMBINING FORECASTS FROM NESTED MODELS,"MICHAEL McCRACKEN, University of Missouri",,EFFE,Mark Watson; Kenneth West,2006,60.0,2006-07-11 09:45:00,96.0,89.0,,
COMMITTING TO BEING IRRESPONSIBLE: DEFICIT SPENDING TO ESCAPE A LIQUIDITY TRAP,"GAUTI EGGERTSSON, Princeton University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2002,60.0,2002-07-23 16:15:00,24.0,21.0,,
"COMMUNICATION AND DECISION-MAKING BY CENTRAL BANK COMMITTEES: DIFFERENT STRATEGIES, SAME EFFECTIVENESS?","MICHAEL EHRMANN, European Central Bank; MARCEL FRATZSCHER, European Central Bank",,ME,Christina Romer; David Romer,2005,55.0,2005-07-11 13:55:00,,,,
COMMUNITY HETEROGENEITY AND LOCAL RESPONSE TO FISCAL INCENTIVES,"JONAH ROCKOFF, Columbia University",22833332800,PERE,"Joe Gyourko; Chris Mayer,; Todd Sinai",2004,60.0,2004-08-02 13:30:00,15.0,21.0,7.0,8.0
"COMMUTING, RICARDIAN RENT AND HOUSING APPRECIATION IN CITIES WITH DISPERSED EMPLOYMENT AND MIXED LAND-USE","WILLIAM WHEATON, MIT",7003688582,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2002,60.0,2002-07-30 15:30:00,4.0,4.0,1.0,1.0
COMOVEMENT,"NICHOLAS BARBERIS, University of Chicago and NBER; ANDREI SHLEIFER, Harvard University and NBER; JEFFREY WURGLER, New York University",7006094907,AP,Andrew Ang; Robert Hodrick,2002,60.0,2002-07-18 14:00:00,8.666666666666666,16.0,92.0,140.0
COMPETING FOR SECURITIES UNDERWRITING MANDATES: BANKING RELATIONSHIPS AND ANALYST RECOMMENDATIONS,"ALEXANDER LJUNGQVIST, New York University; FELICIA MARSTON, University of Virginia; WILLIAM WILHELM, JR., University of Virginia",6602218301,CF,Judith Chevalier; Michael Weisbach,2003,50.0,2003-08-05 14:20:00,37.666666666666664,42.0,172.0,460.0
"COMPOSITION OF WEALTH, CONDITIONING INFORMATION, AND THE CROSS-SECTION OF STOCK RETURNS","NICK ROUSSANOV, University of Pennsylvania",7004065954,AP,Stavros Panageas; Monika Piazzesi,2009,60.0,2009-07-10 13:30:00,6.0,17.0,115.0,181.0
CONCENTRATED OWNERSHIP AND LABOR RELATIONS,"HOLGER MUELLER, New York University; THOMAS PHILIPPON, New York University and NBER",6603869069,CF,Dirk Jenter; Raymond Fisman,2006,60.0,2006-08-01 15:15:00,13.0,29.0,120.0,122.0
CONDITIONAL CASH FLOW SENSITIVITIES AND FINANCING CONSTRAINTS,"STEPHEN BOND, University of Oxford",7004484373,EFEL,Janice Eberly; Deborah Lucas,2003,55.0,2003-07-22 15:05:00,21.0,17.0,6.0,18.0
CONDITIONAL FORECASTING USING RELATIVE ENTROPY,"JOHN ROBERTSON, Federal Reserve Bank of Atlanta; ELLIS TALLMAN, Federal Reserve Bank of Atlanta; CHARLES WHITEMAN, University of Iowa",,EFFE,Mark Watson; Kenneth West,2002,60.0,2002-07-16 10:15:00,59.0,63.0,,
CONDITIONAL MARKOV CHAIN AND ITS APPLICATION TO ECONOMIC TIME SERIES ANALYSIS,"JUSHAN BAI, New York University; PENG WANG, New York University",,EFFE,Mark Watson; Kenneth West,2008,60.0,2008-07-11 08:30:00,12.0,32.0,,
"CONFIDENCE, CRASHES AND ANIMAL SPIRITS","ROGER E.A. FARMER, UC, Los Angeles and NBER",6603904420,EFEL,Janice Eberly; Deborah Lucas,2009,50.0,2009-07-15 13:00:00,10.0,9.0,,
CONFRONTING INFORMATION ASYMMETRIES: EVIDENCE FROM REAL ESTATE MARKETS,"MARK GARMAISE, University of Chicago; TOBY MOSKOWITZ, University of Chicago",57193483322,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2000,70.0,2000-08-01 11:20:00,9.0,21.0,6.0,8.0
CONSUMPTION COMMITMENTS AND ASSET PRICES,"RAJ CHETTY, UC, Berkeley and NBER; ADAM SZEIDL, Harvard University",22938088500,AP,John Cochrane; Pietro Veronesi,2004,60.0,2004-07-16 13:00:00,2.0,2.0,145.0,301.5
CONSUMPTION COMMITMENTS AND ASSET PRICES,"RAJ CHETTY, UC, Berkeley and NBER; ADAM SZEIDL, Harvard University",6603092424,PERE,"Joe Gyourko; Chris Mayer,; Todd Sinai",2004,60.0,2004-08-03 13:00:00,2.0,2.0,145.0,301.5
CONSUMPTION RISK AND CROSS-SECTIONAL RETURNS,"JONATHAN PARKER, Princeton University and NBER; CHRISTIAN JULLIARD, Princeton University",7006792655,AP,John Heaton; Leonid Kogan,2003,60.0,2003-07-17 13:00:00,19.0,22.0,23.0,36.0
CONSUMPTION STRIKES BACK?,"LARS HANSEN, University of Chicago and NBER; JOHN HEATON, University of Chicago and NBER; NAN LI, University of Chicago",7404595160,AP,John Cochrane; Pietro Veronesi,2004,60.0,2004-07-16 14:15:00,9.0,18.0,19.0,23.0
"CONSUMPTION, AGGREGATE WEALTH AND EXPECTED STOCK RETURNS","MARTIN LETTAU, Federal Reserve Bank of New York; SYDNEY LUDVIGSON, Federal Reserve Bank of New York",7404407756,AP,John Cochrane,2000,60.0,2000-07-18 13:00:00,,,59.0,93.0
CONVENTIONAL AND UNCONVENTIONAL MONETARY POLICY,"MICHAEL WOODFORD, Columbia University and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2009,60.0,2009-07-09 11:30:00,8.0,16.0,,
CORPORATE FINANCE AND THE TERM STRUCTURE OF INTEREST RATES,"JAMES DOW, London Business School; GARY GORTON, University of Pennsylvania and NBER; ARVIND KRISHNAMURTHY, Northwestern University",7003963679,EFEL,Janice Eberly; Deborah Lucas,2002,50.0,2002-07-24 16:20:00,67.0,173.0,,
CORPORATE FINANCING DECISIONS AND MANAGERIAL MARKET TIMING,"ALEXANDER W. BUTLER, University of Texas at Dallas; JESS CORNAGGIA, University of Texas at Dallas; GUSTAVO GRULLON, Rice University; JAMES P. WESTON, Rice University",6603142772,AP,Stavros Panageas; Monika Piazzesi,2009,60.0,2009-07-09 16:30:00,168.0,229.5,11.0,31.0
CORPORATE GOVERNANCE AND INNOVATION: THEORY AND EVIDENCE,"AJAY SUBRAMANIAN, Georgia State University; HARESH SAPRA, University of Chicago; KRISHNAMURTHY SUBRAMANIAN, Emory University",7005203497,CF,Raghuram G. Rajan,2008,40.0,2008-07-30 10:50:00,88.0,175.33333333333334,174.0,474.0
CORPORATE GOVERNANCE OVER THE BUSINESS CYCLE,"THOMAS PHILIPPON, New York University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2003,60.0,2003-07-25 10:15:00,15.0,28.0,,
CORPORATE STABILITY AND ECONOMIC GROWTH,"KATHY S. HE, University of Alberta; RANDALL MORCK, University of Alberta and NBER; BERNARD YEUNG, New York University",6602490477,CF,Marianne Bertrand; Sendhil Mullainathan,2002,75.0,2002-08-06 11:15:00,84.0,76.0,15.0,23.0
COSTLY SHORT-SELLING AND STOCK PRICE ADJUSTMENT TO EARNINGS ANNOUNCEMENTS,"ADAM REED, University of Pennsylvania",7402750873,AP,Kent Daniel; Owen Lamont,2001,60.0,2001-07-21 09:00:00,6.0,18.0,1.0,1.0
COUNTRY INSURANCE,"TITO CORDELLA, International Monetary Fund; EDUARDO LEVY YEYATI, Universidad Torcuato Di Tella",7403713601,IFM,Sebastian Edwards; Carmen Reinhart,2004,60.0,2004-07-15 10:15:00,353.0,782.0,40.0,41.0
COUNTRY SPREADS AND EMERGING COUNTRIES: WHO DRIVES WHOM?,"MARTIN URIBE, Duke University and NBER; Z. VIVIAN YUE, University of Pennsylvania",13204605100,IFM,Sebastian Edwards; Carmen Reinhart,2004,60.0,2004-07-15 09:00:00,12.5,20.5,1.0,1.0
COURTS: THE LEX MUNDI PROJECT,"SIMEON DJANKOV, The World Bank; RAFAEL LAPORTA, Harvard University and NBER; FLORENCIO LOPEZ-DE-SILANES, Yale University and NBER; ANDREI SHLEIFER, Harvard University and NBER",24824916100,CF,Marianne Bertrand; Sendhil Mullainathan,2002,75.0,2002-08-06 13:30:00,3.0,3.3333333333333335,9.0,19.0
CREDIBLE COMMITMENT TO OPTIMAL ESCAPE FROM A LIQUIDITY TRAP: THE ROLE OF THE BALANCE SHEET OF AN INDEPENDENT CENTRAL BANK,"OLIVIER JEANNE, International Monetary Fund; LARS E.O. SVENSSON, Princeton University and NBER",,ME,Christina D. Romer; David H. Romer,2004,55.0,2004-07-16 13:55:00,19.0,23.0,,
