eid,year,group,has_discussion,references,journals
2-s2.0-85034617075,2006,IFM,1,0000979996|0141873040|43449112684|33846023337|41849126436|33947259745|34547891961|44949290086|26444489007|0001502886|2442638896|20144363229|85017158315|79957795413|33746802539|0025584684|2642570954|77957321813|0242583203|69249154220|4043154920|0036791023|84963069213|23944437887,American Economic Review|Journal of International Economics|Review of Economics and Statistics|Review of Economic Studies|American Economic Review|Quarterly Journal of Economics|Journal of International Economics|Journal of Monetary Economics|Quarterly Journal of Economics|American Economic Review|American Economic Review|Journal of Political Economy|American Economic Journal: Economic Policy|Journal of International Economics|Journal of the European Economic Association|American Economic Review|Econometrica|Journal of the European Economic Association|Econometrica|Journal of Political Economy|American Economic Review|Journal of Financial Economics|Review of Economic Studies|Journal of Finance
2-s2.0-0036250440,2000,ME,0,0000806818|0003121816|48749143178|0006260747|33750645104|0035115909|84888921767|0008984342|0031534450|0001332822|84885569259|0033211941|0347799008|0033211671|84952173852|45549113756|77956767349,"Economics Letters|International Finance|Journal of Monetary Economics|Quarterly Journal of Economics|IMF Staff Papers|Economic Journal|Journal of the American Statistical Association|Oxford Economic Papers|Journal of Money, Credit and Banking|American Economic Review|Quarterly Journal of Economics|Journal of Monetary Economics|NBER Macroeconomics Annual|Journal of Monetary Economics|Journal of Business and Economic Statistics|Carnegie-Rochester Confer. Series on Public Policy|Handbook of Macroeconomics"
2-s2.0-34250807228,2005,EFCE,0,33847690371|46149132351|85016834058|0012120028|0036866084|85016078433|38249030129|0036809885|70449089152|15844392342|20444491210|34250890961|0001851285|0031206539|84959805338|33847642602|0001532134|0031510344|33746208859|20744447295|0000198452|21244499323|0002846188|0010942106|0032281998,American Economic Review|Carnegie-Rochester Confer. Series on Public Policy|American Economic Review|Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|Journal of Monetary Economics|Computational Economics|Handbook of Macroeconomics|Journal of Political Economy|Journal of the European Economic Association|Journal of the European Economic Association|Journal of Econometrics|Journal of Monetary Economics|Quarterly Journal of Economics|Journal of the European Economic Association|Journal of Monetary Economics|Journal of Business and Economic Statistics|Journal of Political Economy|Journal of Monetary Economics|American Economic Review|NBER Macroeconomics Annual|American Economic Review|Journal of Economic Dynamics and Control|Review of Economics and Statistics
2-s2.0-80053052952,2007,PERE,1,11444264367|84924239348|84979360267|0344895869|0005645043|3042970985|55149087230|27744439459|66049092590|85040881642|0038325769|0032816110|0037322648|1642362492|11144282438|0031724240|3242719818|39649100614|0346838278,American Journal of Economics and Sociology|Economic Geography and Public Policy|Fiscal Studies|Quarterly Journal of Economics|Quarterly Journal of Economics|Fiscal Studies|Journal of Public Economics|Review of Economic Studies|Handbook of Regional and Urban Economics|Urban economic theory: land use and city size|Journal of Urban Economics|Economic Journal|Review of Economics and Statistics|Journal of Regional Science|Review of Economics and Statistics|Journal of Political Economy|Journal of Urban Economics|Economic Journal|National Tax Journal
2-s2.0-84878541668,2008,PERE,1,69249150493|34249845902|58149479334|35348924476|0030240642|0033862517|33845231617|33745948291|84878541668|49749101681|73849120740|58149520941|0041125784|55349131360|49449107483|79954998160|77956099137|79958291144,Journal of Political Economy|Journal of Urban Economics|Economics Letters|Journal of Political Economy|Journal of Urban Economics|Regional Science and Urban Economics|Regional Science and Urban Economics|Journal of Urban Economics|American Economic Review|Review of Economics and Statistics|American Economic Review|Economic Development Quarterly|Review of Economics and Statistics|Brookings Papers on Economic Activity|Quarterly Journal of Economics|Journal of Public Economics|American Economic Review|American Economic Review
2-s2.0-18144427889,2002,ME,0,0000806818|0012120028|33750645104|0040364531|0006260747|0000321564|0031534450|0001332822|0142023984|0042225084|0039191482|58149405892|0033148746|0001516026|0036002890|0039738027|0347392838|0035589533|0036250440|0036742601|0036186792|0000529574,"Economics Letters|Quarterly Journal of Economics|IMF Staff Papers|Journal of Economic Literature|Quarterly Journal of Economics|American Economic Review|Journal of Money, Credit and Banking|American Economic Review|Economics Letters|Review of Economics and Statistics|American Economic Review|Carnegie-Rochester Confer. Series on Public Policy|Journal of Monetary Economics|Journal of Econometrics|Macroeconomic Dynamics|International Economic Review|International Economic Review|Review of Economics and Statistics|Economic Journal|Journal of Monetary Economics|European Economic Review|European Economic Review"
2-s2.0-77958609579,2006,CF,1,58749101401|0036975478|0347664777|84977732727|18144424449|0008155671|3042727219|0033243703|0040162358|0037972259|12344311500|61549132112|4344615968|0012125938|84977716040|84960599817|17444390852|0345448158|25844492645|84977719280|0009424011,"Journal of Law, Economics, and Organization|Stanford Law Review|Harvard Law Review|The Journal of Finance|Economic Theory|Journal of Political Economy|Journal of Financial Services Research|Journal of Law, Economics, and Organization|Journal of Finance|Journal of Financial Economics|Review of Financial Studies|Review of Financial Studies|Review of Financial Studies|Review of Economic Studies|The Journal of Finance|Quarterly Journal of Economics|Journal of Legal Studies|Journal of Business|Journal of Finance|The Journal of Finance|Journal of Economic Theory"
2-s2.0-34848816811,2005,CF,1,3242752696|0038465465|84960551914|12144279436|23944508011|0002624840|0001551506|33746838431|0000446210|84977737676|38549147867|0005971306|84886231184|84993907815|44049112945|84977707554|1642357960|0040250337|0000183976|84977721574|0002307601|0005163859|15544366424|0001273817|0006818286,Journal of Financial Economics|Journal of Finance|Quarterly Journal of Economics|Journal of Political Economy|Journal of Finance|Journal of Finance|Journal of Political Economy|Journal of Finance|Journal of Financial Economics|The Journal of Finance|Journal of Financial Economics|Journal of Finance|The Journal of Finance|The Journal of Finance|Journal of Financial Economics|The Journal of Finance|Journal of Finance|Journal of Finance|The Journal of Finance|The Journal of Finance|Journal of Finance|Journal of Finance|Quarterly Journal of Economics|Journal of Financial Economics|Journal of Finance
2-s2.0-34547812586,2003,IFM,1,84944838161|0242345456|0028591186|0039054772|25144442591|0033483590|77956829723|0031396606|33744539082|38249036131|0000663883|2342503320|43949155590|44949278340|0002720622|0036756256|0001660676|0142119248|0032870113|29344446166|3042814765|0023455980|0030147088|0041152105|0013148655|49249151271,The Journal of Finance|American Economic Review|American Economic Review|Journal of Finance|Journal of Banking and Finance|Mathematical Finance|Handbook of International Economics|American Economic Review|Journal of Monetary Economics|Journal of Monetary Economics|European Economic Review|Journal of Economic Theory|Carnegie-Rochester Confer. Series on Public Policy|Journal of Monetary Economics|Journal of Economic Theory|Journal of Mathematical Economics|Journal of Economic Theory|Journal of International Money and Finance|Journal of Political Economy|Review of Financial Studies|Journal of Economic Perspectives|SIAM Journal on Control and Optimization|Journal of Economic Dynamics and Control|Quarterly Journal of Economics|Journal of Monetary Economics|Carnegie-Rochester Confer. Series on Public Policy
2-s2.0-69249098513,2004,EFEL,1,0035642059|84962996696|0036693022|0030402913|0029528442|33847645459|0036693732|77956771554|0036205601|0043269774|0010274340|85017108575|0000484063|0002426025|0031995507|27744553150|34250327211|16244415518|0037600455|20444431928|0002874783|1642309472|46549099071|0037331911|0036435475|0006064557|0036692994,Review of Financial Studies|Review of Economic Studies|Journal of Political Economy|Journal of Political Economy|Journal of Political Economy|Journal of Monetary Economics|Journal of Political Economy|Handbook of Macroeconomics|Journal of Monetary Economics|Review of Economic Studies|Journal of Finance|Econometrica|Journal of Monetary Economics|Journal of Economic Literature|Journal of Monetary Economics|Econometrica|Economic Journal|American Economic Review|Review of Economic Studies|International Review of Law and Economics|Journal of Financial Economics|Econometrica|Journal of Monetary Economics|Quarterly Journal of Economics|Econometrica|American Economic Review|Journal of Political Economy
2-s2.0-82155166305,2008,AP,1,20444434710|0038957302|0038483826|59449101051|25844451125|38949188939|55849123030|75449120283|24144473965|0042863218|0000147060|41649095190|0037826801|0141977279|6344285030|0008995407|0013034368|34548504116|0033634041|0039699515|0040434945|0000088496|1642371058|34547817657|84884055882|78049435792,Social Networks|Journal of Finance|Science|Review of Financial Studies|Review of Financial Studies|Journal of Political Economy|Journal of Political Economy|Review of Financial Studies|Journal of Portfolio Management|Quarterly Journal of Economics|Journal of Financial Economics|Journal of Finance|Journal of Development Economics|Journal of Business|Journal of Finance|Journal of Finance|Quarterly Journal of Economics|Physica A: Statistical Mechanics and its Applications|Journal of Financial Economics|Journal of Finance|Journal of Finance|Journal of Economic Theory|Journal of Finance|Review of Financial Studies|Social and Economic Networks|Journal of Financial Markets
2-s2.0-22144449932,2002,AP,1,0040289946|0013068840|0000508007|84977727165|0036221468|0030191751|0000069353|0001655001|0002528964|0040162258|0012144271|0036487664|0000978023|0000883258|0003313336|1642379221|0040063451|0011572323|84977737676|38549147867|4344650886|0000760894|0005495431,Journal of Finance|Journal of Financial Markets|Journal of Financial Economics|The Journal of Finance|Journal of Financial Economics|Journal of Financial Economics|Journal of Financial Economics|Journal of Financial Economics|Journal of Financial Economics|Journal of Finance|Journal of Financial Economics|Quarterly Journal of Economics|Journal of Financial Markets|Journal of Financial Economics|Journal of Finance|Journal of Finance|Journal of Finance|Journal of Financial Economics|The Journal of Finance|Journal of Financial Economics|Review of Financial Studies|Journal of Financial Economics|Journal of Finance
