researcher,eids,sources,years
14058403400,2-s2.0-84879794997|2-s2.0-84880980935|2-s2.0-84874244543|2-s2.0-84867898742|2-s2.0-80051809045|2-s2.0-78650986667|2-s2.0-65349140591|2-s2.0-36849061655|2-s2.0-33746805024|2-s2.0-19944383776,Journal of Financial Economics|Journal of Financial and Quantitative Analysis|Review of Finance|Journal of Comparative Economics|Journal of International Money and Finance|Review of Economics and Statistics|Review of Financial Studies|Journal of Financial Economics|Journal of Finance|Journal of Finance,2013|2013|2013|2012|2011|2010|2009|2008|2006|2005
14060479200,2-s2.0-79952183693|2-s2.0-80755169852|2-s2.0-79960253884|2-s2.0-77956128315|2-s2.0-77956111599|2-s2.0-57749168843|2-s2.0-33748622814|2-s2.0-33746887733|2-s2.0-0142135956,European Economic Review|IMF Economic Review|IMF Economic Review|American Economic Review|American Economic Review|Journal of Public Economics|Journal of Econometrics|Journal of Economic Inequality|International Journal of Finance and Economics,2011|2011|2011|2010|2010|2009|2007|2006|2003
14065735100,2-s2.0-84875623082|2-s2.0-84859476480|2-s2.0-80052688674|2-s2.0-78549287850|2-s2.0-77951968528|2-s2.0-70649108882|2-s2.0-36148977154|2-s2.0-34249002932|2-s2.0-33747173334|2-s2.0-16244379817|2-s2.0-0038383109|2-s2.0-0036026762|2-s2.0-0035295079,Innovation Policy and the Economy|Nature|RAND Journal of Economics|Administrative Science Quarterly|Quarterly Journal of Economics|Journal of Industrial Economics|New England Journal of Medicine|Journal of Economic Behavior and Organization|Research Policy|American Economic Review|Journal of Industrial Economics|Journal of Economics and Management Strategy|Management Science,2013|2012|2011|2010|2010|2009|2007|2007|2006|2004|2003|2002|2001
14122460900,2-s2.0-80052772849|2-s2.0-80053968826|2-s2.0-80053999599|2-s2.0-78650253915|2-s2.0-78650966409|2-s2.0-77949716614|2-s2.0-33746193363|2-s2.0-22544448098,"Oxford Economic Papers|Indian Growth and Development Review|Economic and Political Weekly|Economic Modelling|Review of Economics and Statistics|Managerial and Decision Economics|Journal of Economic Perspectives|Journal of Money, Credit and Banking",2011|2011|2011|2011|2010|2010|2006|2005
14122985600,2-s2.0-84871575482|2-s2.0-84892381225|2-s2.0-79960364553|2-s2.0-33747809361,Review of Economics and Statistics|Economie et Prevision|Journal of Econometrics|Econometric Reviews,2012|2012|2011|2006
14522380200,2-s2.0-84880270949|2-s2.0-84869084739|2-s2.0-79955030829|2-s2.0-79961197557|2-s2.0-79251540885|2-s2.0-77958591120|2-s2.0-33748563620|2-s2.0-0034341154,"Journal of Money, Credit and Banking|Economic Journal|American Economic Review|B.E. Journal of Macroeconomics|International Journal of Central Banking|Canadian Journal of Economics|Journal of Economic Dynamics and Control|Journal of Population Economics",2013|2012|2011|2011|2010|2010|2006|2000
14622997900,2-s2.0-84857584421|2-s2.0-79952778139|2-s2.0-79958169816|2-s2.0-77954998069|2-s2.0-75149149776|2-s2.0-67849114059|2-s2.0-44349142706|2-s2.0-34547781195|2-s2.0-34247635113|2-s2.0-33846291092|2-s2.0-33748763299|2-s2.0-10444224669|2-s2.0-1842759780|2-s2.0-10744223128|2-s2.0-4043073376|2-s2.0-0036003994|2-s2.0-0035623334|2-s2.0-0011582206|2-s2.0-0039066459,Review of Financial Studies|Journal of Finance|American Economic Journal: Macroeconomics|Review of Financial Studies|Journal of Financial Economics|Journal of Financial Economics|Journal of Financial Intermediation|Review of Financial Studies|Journal of Financial Economics|European Economic Review|Journal of Finance|Quarterly Journal of Economics|Journal of Financial Economics|Journal of Finance|European Finance Review|Economic Theory|RAND Journal of Economics|Journal of Economic Theory|Journal of Economic Theory,2012|2011|2011|2010|2010|2009|2008|2007|2007|2007|2006|2004|2004|2003|2003|2002|2001|2000|1998
14632412700,2-s2.0-79960371493|2-s2.0-34248207277|2-s2.0-33749045516,Journal of Econometrics|Econometric Reviews|Review of Economic Studies,2011|2007|2006
15042218500,2-s2.0-84873997059|2-s2.0-84874755823|2-s2.0-80052261355|2-s2.0-85017139109|2-s2.0-63149113817|2-s2.0-70449441122|2-s2.0-58749114771|2-s2.0-40149085451|2-s2.0-33750253285|2-s2.0-10944240113,Journal of International Economics|Journal of Political Economy|Journal of International Economics|American Economic Journal: Macroeconomics|Review of Economics and Statistics|Review of Economics and Statistics|IMF Occasional Papers|Journal of International Economics|IMF Staff Papers|Journal of International Economics,2013|2012|2011|2010|2009|2009|2008|2008|2006|2005
15065006000,2-s2.0-84876416078|2-s2.0-77956115175|2-s2.0-77950192506|2-s2.0-76349123254|2-s2.0-77952481508|2-s2.0-58749095990|2-s2.0-60549104244|2-s2.0-39849099508|2-s2.0-33751104979,Journal of International Economics|American Economic Review|Review of Economic Studies|Journal of Regional Science|Journal of Human Resources|Journal of Urban Economics|Journal of Economic Geography|Journal of International Economics|Journal of International Economics,2013|2010|2010|2010|2010|2009|2009|2008|2006
15065130000,2-s2.0-84857530576|2-s2.0-82855165214|2-s2.0-48249109145|2-s2.0-33947099902|2-s2.0-33751094846|2-s2.0-51849167873|2-s2.0-0040485443,Regional Science and Urban Economics|Regional Science and Urban Economics|Journal of Regional Science|National Tax Journal|National Tax Journal|Journal of Regional Analysis and Policy|American Journal of Economics and Sociology,2012|2011|2008|2006|2006|2004|2001
15077297000,2-s2.0-84860352750|2-s2.0-79955021117|2-s2.0-33751417572|2-s2.0-33745218117|2-s2.0-33644781801|2-s2.0-1842585914|2-s2.0-0040924445|2-s2.0-0042239258|2-s2.0-0009907122,"Japan and the World Economy|ADB Economics Working Paper Series|Journal of the Japanese and International Economies|Japanese Economic Review|Journal of Money, Credit and Banking|Review of Economics and Statistics|Journal of Economic Growth|Journal of the Japanese and International Economies|Journal of the Japanese and International Economies",2012|2011|2006|2006|2006|2004|2001|2001|2000
15731445100,2-s2.0-84883454104|2-s2.0-84877983888|2-s2.0-49049100416|2-s2.0-43149120876|2-s2.0-33751108241|2-s2.0-33747172513|2-s2.0-24644513414|2-s2.0-4644354551|2-s2.0-84990374993|2-s2.0-0037348915|2-s2.0-0039486397|2-s2.0-0039286560|2-s2.0-0031391343|2-s2.0-27844611561|2-s2.0-0040240350|2-s2.0-0028591138|2-s2.0-38248999924|2-s2.0-38248999189|2-s2.0-38249012935|2-s2.0-38249017144|2-s2.0-38249016903,"Labour Economics|Brookings Papers on Economic Activity|Journal of International Money and Finance|Journal of International Economics|Journal of International Economics|Review of International Economics|Journal of International Money and Finance|IMF Staff Papers|Journal of Sports Economics|Journal of International Economics|American Economic Review|IMF Staff Papers|Journal of Development Economics|IMF Occasional Papers|Journal of Money, Credit and Banking|Journal of International Economics|Journal of International Economics|Journal of International Money and Finance|European Economic Review|Journal of International Money and Finance|Journal of International Money and Finance",2013|2012|2008|2008|2006|2006|2005|2004|2004|2003|2002|1997|1997|1996|1996|1994|1993|1993|1992|1990|1990
15760445600,2-s2.0-77951204072|2-s2.0-35148843004|2-s2.0-33846034303|2-s2.0-84992785667|2-s2.0-84992861858,Journal of Monetary Economics|Computational Statistics and Data Analysis|Journal of Business and Economic Statistics|National Institute Economic Review|National Institute Economic Review,2010|2007|2007|2003|2002
15764730300,2-s2.0-84875623475|2-s2.0-84868301853|2-s2.0-84867811708|2-s2.0-79551554940|2-s2.0-77249134956|2-s2.0-70350583060|2-s2.0-54949084644|2-s2.0-53549098853|2-s2.0-47749116849|2-s2.0-34848918811|2-s2.0-33846265032,"Journal of Monetary Economics|Journal of Monetary Economics|Review of Economic Studies|European Economic Review|Review of Economic Dynamics|B.E. Journal of Macroeconomics|Macroeconomic Dynamics|Journal of Public Economics|Journal of Money, Credit and Banking|Experimental Economics|Review of Economic Dynamics",2013|2012|2012|2011|2010|2009|2008|2008|2008|2007|2007
15766021100,2-s2.0-70349478737|2-s2.0-33847186611|2-s2.0-33846252686,Journal of Finance|Journal of Financial Economics|Journal of Finance,2009|2007|2007
15768229600,2-s2.0-77954237359|2-s2.0-0036340961,Real Estate Economics|Economics Letters,2010|2002
15825657700,2-s2.0-84880635064|2-s2.0-84880615904|2-s2.0-84886504374|2-s2.0-84873488181|2-s2.0-84861835364|2-s2.0-79957807326|2-s2.0-70449664125|2-s2.0-34547662007|2-s2.0-0037290070,"American Economic Journal: Applied Economics|American Economic Journal: Applied Economics|International Conference on Information Systems, ICIS 2012|American Economic Journal: Economic Policy|Journal of Development Economics|American Economic Journal: Applied Economics|American Economic Review|Quarterly Journal of Economics|Journal of Economic Behavior and Organization",2013|2013|2012|2012|2012|2011|2008|2007|2003
15827575200,2-s2.0-85016067493|2-s2.0-84855949466|2-s2.0-79251542069|2-s2.0-77953506526|2-s2.0-80051561006|2-s2.0-74349125266|2-s2.0-48949120097|2-s2.0-36049051953|2-s2.0-36048948928|2-s2.0-34547665493|2-s2.0-0036046649,International Journal of Central Banking|Journal of Monetary Economics|International Journal of Central Banking|Journal of Applied Econometrics|Brookings Papers on Economic Activity|Journal of Applied Econometrics|Journal of Economic Dynamics and Control|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Monetary Economics|Review of Economic Dynamics,2011|2011|2010|2010|2010|2010|2008|2007|2007|2007|2002
15833004100,2-s2.0-84867183358|2-s2.0-80053581324|2-s2.0-80053565872|2-s2.0-85011383076|2-s2.0-51249120894|2-s2.0-33846477929|2-s2.0-33748923818|2-s2.0-32544437795|2-s2.0-85117529937|2-s2.0-0040078145|2-s2.0-0033269978,Brookings Papers on Economic Activity|Brookings Papers on Economic Activity|Journal of Monetary Economics|Journal of Economic Perspectives|Journal of Urban Economics|Journal of Population Economics|Brookings Papers on Economic Activity|Review of Economics and Statistics|B.E. Journal of Economic Analysis and Policy|National Tax Journal|Review of Income and Wealth,2012|2011|2011|2009|2008|2007|2006|2006|2006|2002|1999
15833165300,2-s2.0-33846510859,Journal of Financial Economics,2007
15840699100,2-s2.0-84887201596|2-s2.0-84869498074|2-s2.0-80051736554|2-s2.0-79955031532|2-s2.0-79953866477|2-s2.0-68949191005|2-s2.0-65249162367|2-s2.0-59149092796|2-s2.0-38749131903|2-s2.0-38749120584|2-s2.0-33846811366,Journal of Health Economics|Journal of Economic Behavior and Organization|Applied Economics|American Economic Review|Applied Economics Letters|Research Policy|Academy of Management Journal|International Journal of Industrial Organization|Journal of Economics and Management Strategy|Information Economics and Policy|International Journal of Industrial Organization,2013|2012|2011|2011|2011|2009|2009|2009|2008|2008|2007
15844702200,2-s2.0-84875265703|2-s2.0-85028052545|2-s2.0-84876330360|2-s2.0-84859945153|2-s2.0-80855143669|2-s2.0-71549125579|2-s2.0-56349092807|2-s2.0-58149279114|2-s2.0-33846926838,Journal of Development Economics|Eurasian Economic Review|Explorations in Economic History|Journal of Population Economics|Journal of Economic Growth|Journal of Economic Growth|Journal of Development Economics|Review of Economic Studies|American Journal of Agricultural Economics,2013|2013|2013|2012|2011|2009|2009|2009|2007
15849679900,2-s2.0-84873585368|2-s2.0-67349269572|2-s2.0-38849119635|2-s2.0-34547335687|2-s2.0-34249858533|2-s2.0-33847012251|2-s2.0-33747800300|2-s2.0-33644902338|2-s2.0-33745180760|2-s2.0-14844361355,Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Economic Theory|American Economic Review|Quarterly Journal of Economics|Journal of Economic Theory|Journal of International Economics|Games and Economic Behavior|American Economic Review|Advances in Theoretical Economics,2013|2009|2008|2007|2007|2007|2006|2006|2005|2003
16029809300,2-s2.0-84879119097|2-s2.0-84877084209|2-s2.0-84867826064|2-s2.0-84877952019|2-s2.0-84863815945|2-s2.0-77951956125|2-s2.0-58149270787|2-s2.0-41249092983|2-s2.0-39549095419|2-s2.0-34547699295|2-s2.0-34250812906|2-s2.0-34250836195|2-s2.0-33746221590|2-s2.0-33645024084|2-s2.0-34250858825|2-s2.0-23044512173|2-s2.0-21244449503,American Economic Review|Review of Economic Studies|Review of Economic Studies|Brookings Papers on Economic Activity|Journal of Political Economy|Quarterly Journal of Economics|American Economic Review|Journal of Political Economy|Journal of Monetary Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Political Economy|American Economic Review|Econometrica|NBER Macroeconomics Annual|Journal of Political Economy|NBER Macroeconomics Annual,2013|2013|2012|2012|2012|2010|2008|2008|2008|2007|2007|2007|2006|2006|2006|2005|2004
16029906800,2-s2.0-84863190676|2-s2.0-84860442671|2-s2.0-84858647709|2-s2.0-84861541489|2-s2.0-83755185484|2-s2.0-78449236837|2-s2.0-72449129196|2-s2.0-72449212402|2-s2.0-70449441122|2-s2.0-49749117952|2-s2.0-33847688541,American Economic Review|Quarterly Journal of Economics|American Economic Journal: Applied Economics|Brookings Papers on Economic Activity|American Economic Review|American Economic Journal: Applied Economics|Quarterly Journal of Economics|American Economic Review|Review of Economics and Statistics|Review of Economics and Statistics|American Economic Review,2012|2012|2012|2011|2011|2010|2009|2009|2009|2008|2006
16029995400,2-s2.0-79955570965|2-s2.0-33847663850|2-s2.0-7444245609,"NBER Macroeconomics Annual|American Economic Review|Journal of Money, Credit and Banking",2010|2006|2004
16044075300,2-s2.0-84892927099|2-s2.0-84861780227|2-s2.0-84855230029|2-s2.0-62749185494|2-s2.0-45749088173|2-s2.0-33947279482|2-s2.0-34247535984|2-s2.0-33750534963|2-s2.0-0038684571|2-s2.0-0036888099,"Investment Management and Financial Innovations|Journal of Futures Markets|Asia-Pacific Journal of Financial Studies|Journal of Banking and Finance|Economic Journal|Journal of Economic Dynamics and Control|Journal of Money, Credit and Banking|Journal of Money, Credit and Banking|Applied Economics|Journal of Empirical Finance",2013|2012|2011|2009|2008|2007|2007|2006|2003|2002
16048547000,2-s2.0-84885790891|2-s2.0-84898945843|2-s2.0-84865383994|2-s2.0-84861624901|2-s2.0-84555177805|2-s2.0-84860388805|2-s2.0-84891325882|2-s2.0-78650509484|2-s2.0-78649479456|2-s2.0-77956111999|2-s2.0-79955007721|2-s2.0-72449151676|2-s2.0-67849084843|2-s2.0-67349210976|2-s2.0-67349180230|2-s2.0-65349089015|2-s2.0-60449107699|2-s2.0-33947301769|2-s2.0-33747433800,Quarterly Journal of Economics|Quarterly Journal of Political Science|Quarterly Journal of Economics|Review of Financial Studies|Review of Finance|American Economic Review|Pakistan Development Review|American Economic Review|Review of Financial Studies|American Economic Review|IMF Economic Review|Quarterly Journal of Economics|Journal of Financial Economics|Journal of Finance|Journal of Financial Economics|Review of Financial Studies|Review of Financial Studies|Journal of Finance|American Economic Review,2013|2013|2012|2012|2012|2011|2011|2010|2010|2010|2010|2009|2009|2009|2009|2009|2009|2007|2005
16069094700,2-s2.0-81255191663|2-s2.0-80053587810|2-s2.0-84860388856|2-s2.0-80053061380|2-s2.0-78650786481|2-s2.0-77957166379|2-s2.0-68749098129|2-s2.0-73849120729|2-s2.0-33947699857,Journal of Finance|Brookings Papers on Economic Activity|Journal of Financial Economics|Journal of Finance|Journal of Financial Markets|Journal of Finance|Journal of Financial Economics|American Economic Review|Journal of Economic Perspectives,2011|2011|2011|2011|2011|2010|2009|2009|2006
16235178100,2-s2.0-84885852101|2-s2.0-84869866780|2-s2.0-84862589052|2-s2.0-78249249974|2-s2.0-77955140287|2-s2.0-47749140685|2-s2.0-34247189564,Journal of Financial Economics|Journal of Monetary Economics|American Economic Review|Journal of Finance|Journal of Finance|Journal of Finance|Computational Economics,2013|2012|2012|2010|2010|2008|2007
16242270200,2-s2.0-41549121531|2-s2.0-34247536420,"Journal of Money, Credit and Banking|Journal of Money, Credit and Banking",2008|2007
16243074500,2-s2.0-84888146321|2-s2.0-84875041205|2-s2.0-84894473312|2-s2.0-84871928994|2-s2.0-84862620851|2-s2.0-79960280370|2-s2.0-65849437047|2-s2.0-34247503815,"Journal of Money, Credit and Banking|International Journal of Central Banking|Review of Economics and Statistics|Review of Economic Dynamics|American Economic Review|IMF Economic Review|Journal of Monetary Economics|Journal of Money, Credit and Banking",2013|2013|2013|2013|2012|2011|2009|2007
